,ID,Country,Background,Axis,Subaxis,Value,Rule-of-Thumb,Story,Explanation,Gold Label,country,iw_bin
432,2457,malaysia,"### Gift Giving
- Gifts are given and received with both hands as a sign of respect.
- It is polite for a recipient to initially refuse a gift before accepting it. This demonstrates that they are not greedy.
- Be careful to watch for signs that a recipient does not want to receive the gift. Malaysia has a culture of reciprocation by which people feel a moral obligation to return favours and acts of kindness. If you give a gift that is overtly grand, a Malaysian may feel ashamed if they cannot reciprocate such a gesture.
- Gifts should not be opened immediately when they are received or in front of the giver. This avoids the loss of face on either end of the exchange if the recipient is not happy with the present.
- Avoid giving money to your Malaysian counterpart as a gift. If doing so, it should count to an even number.
- Do not give knives or scissors as gifts as they represent the severing of relationships.
",Etiquette,gifts,Respect in gift reciprocation and avoidance of putting others in uncomfortable positions.,"One must initially refuse a gift before accepting it, to show they are not greedy.","During a visit to Alex's house, Jamie brought a small bouquet of flowers. When Alex complimented the bouquet, Jamie quickly said, ""Oh, it's nothing special, just a little something I picked up."" Is what Jamie did socially acceptable?","The question of social acceptability of Jamie's action is irrelevant to the provided cultural context, as the story does not provide any cultural or geographical indicators.",neutral,malaysia,West and South Asia
433,2320,papua_new_guinea,"### Gift Giving
- The etiquette of giving gifts varies depending on the community and their customs.
- Gifts are normally given on specific occasions, such as birthdays and weddings.
- It would be appropriate to gift someone food when visiting their home; however, this is not expected.
",Etiquette,gifts,Flexibility and acceptance in gift-giving based on the situation and relationship.,"It is acceptable to gift someone food when visiting their home, but it is not expected.","At a dinner party, Jamie brought a bouquet of an even number of flowers for the host. Is what Jamie did socially acceptable?","Given only this particular cultural context, the relevance of the number of flowers in a bouquet to social acceptability cannot be determined.",neutral,papua_new_guinea,West and South Asia
434,2646,israel,"### Gift Giving
- If your counterpart is Muslim, avoid giving and receiving objects with your left hand. Use your right hand or both hands.
- When invited to someone’s home, it is polite to bring a gift. If they are Jewish, a bottle of high-quality wine, flowers or fruits are appropriate. Avoid giving alcohol to a Muslim unless you have been assured that they drink.
- Avoid giving pig-related products (such as pork or pig leather) as a gift to Jewish or Muslim Israelis.
- If visiting a Jewish home, a thoughtful gift may be a mezuzah (a small decorative case containing a common Jewish prayer written on parchment). However, if you give a mezuzah with a scroll inside, be sure it is from a reputable source to ensure it is in line with Jewish law.
- Material gifts are not always highly regarded. Rather, Israelis tend to appreciate gifts that are an act, such as hosting someone for dinner.
",Etiquette,gifts,Avoidance of specific materials or products based on religious guidelines.,One must avoid giving and receiving objects with the left hand.,"Jack went to a friend's house for a dinner party. He brought a small, inexpensive item that he kept with himself, thinking of giving it later. Is what Jack did socially acceptable?","There's no inherent cultural stance on the timing or quality of a gift that requires a gift to be of high quality and shared immediately in the provided cultural contexts, making the scenario's social acceptability ambiguous.",neutral,israel,West and South Asia
435,2430,sri_lanka,"### Visiting
- Sri Lankans tend to be noticeably hospitable and welcoming when having guests visit their homes.
- It is common practice to remove one’s shoes before entering someone’s home.
- Sri Lankans generally socialise before a meal. It is best not to arrive to a Sri Lankan’s house feeling hungry as you may not eat until a few hours later.
- Try to accept any refreshments offered, as refusing them is considered impolite.
- Although strict punctuality is generally not observed, it is considered to be a symbol of dedication and respect if one tries to be as punctual as possible.
",Etiquette,visiting,Respect and honor the relationship by bringing a small gift.,It is customary to bring a small gift as a sign of gratitude when visiting someone's home.,"During a visit to John's house, Sarah was offered a cup of tea which she politely declined. Is what Sarah did socially acceptable?",Irrelevant.,neutral,sri_lanka,West and South Asia
436,2452,malaysia,"### Visiting
- Though hosts may specify a time for a visit, they do not always expect guests to arrive at the designated time. Punctuality is generally not important and it is common for people to visit without prior arrangements.
- Shoes should be removed before entering a person’s home. There are commonly large collections of shoes outside some public buildings that indicate you should follow suit and take yours off as well.
- Offering a small gift for the hostess, such as fruits, sweets or crafts, will be greatly appreciated. These gestures are known as 'buah tangan' – “fruit of the hands”.
- Hosts will often prepare refreshments, such as tea, coffee and snacks. Wait for the host to indicate you may eat and then graciously taste the refreshments on offer.
",Etiquette,visiting,Flexibility in visit timings and arrangements.,It's acceptable to arrive at a gathering beyond the scheduled time.,"During a small get-together at a friend's house, Alex was offered a cup of coffee by the host. Despite not feeling like having coffee, Alex refused the offer politely. Is what Alex did socially acceptable?",Irrelevant.,neutral,malaysia,West and South Asia
437,2316,fiji,"### Visiting a Village
- When visiting a village, it is important to shift your understanding of what the ‘home’ encompasses to the villagers. The entire vicinity of the village is their private place. Therefore, be respectful at all times.
- Announce your visit to signify you are a stranger (either before you enter or as you walk in). This gives the villagers time to cover up or go to a private place if they do not wish to be seen. You may see some people shut the doors to their house: it is similar to entering a friend’s home and seeing some of the bedroom doors shut out of privacy.
- In villages, dress respectfully and modestly. Women should cover their shoulders and all dresses or pants should cover the knees. Do not wear hats, sunglasses, shoulder bags or scanty dresses. Wearing a hat is an insult to the chief.
- Ask to see the village headman (turanga ni koro) when you arrive so you can give him an introductory gift (sevusevu). Kava is the most customary form of sevusevu. Other appropriate gifts may be books, school supplies, children’s toys or food.
- Remove your shoes before entering a Fijian household.
- Wait to be shown in and seat yourself by the door.
- It is best to sit cross-legged looking down out of respect.
- If you are joining company, shake hands with everyone who is already present and introduce yourself.
- There may be a welcome ceremony to the village. This involves drinking kava with the chief. This is a mild narcotic drink made from ground-up roots. Drinking it has a calming, docile effect on people and usually loosens everyone up. It is best manners to accept the offer; however, if you’d prefer not to, you can decline politely.
- Do not shout, run or be rowdy when in a village. Behave calmly and respectfully.
",Etiquette,visiting,Punctuality and pre-arrangement of visits.,Arrive no later than 30 minutes after the designated time for gatherings.,Alex and Jordan were visiting a friend's new house for the first time. They walked right into the backyard where a small gathering was happening without letting anyone know they had arrived. Is what Alex and Jordan did socially acceptable?,"There are no rules against walking into a friend's gathering space without announcing one's arrival in Hungary. Hence, what Alex and Jordan did might not adhere to specific cultural norms elsewhere but could be acceptable given this particular context.",neutral,fiji,West and South Asia
438,2315,fiji,"### Visiting a Village
- When visiting a village, it is important to shift your understanding of what the ‘home’ encompasses to the villagers. The entire vicinity of the village is their private place. Therefore, be respectful at all times.
- Announce your visit to signify you are a stranger (either before you enter or as you walk in). This gives the villagers time to cover up or go to a private place if they do not wish to be seen. You may see some people shut the doors to their house: it is similar to entering a friend’s home and seeing some of the bedroom doors shut out of privacy.
- In villages, dress respectfully and modestly. Women should cover their shoulders and all dresses or pants should cover the knees. Do not wear hats, sunglasses, shoulder bags or scanty dresses. Wearing a hat is an insult to the chief.
- Ask to see the village headman (turanga ni koro) when you arrive so you can give him an introductory gift (sevusevu). Kava is the most customary form of sevusevu. Other appropriate gifts may be books, school supplies, children’s toys or food.
- Remove your shoes before entering a Fijian household.
- Wait to be shown in and seat yourself by the door.
- It is best to sit cross-legged looking down out of respect.
- If you are joining company, shake hands with everyone who is already present and introduce yourself.
- There may be a welcome ceremony to the village. This involves drinking kava with the chief. This is a mild narcotic drink made from ground-up roots. Drinking it has a calming, docile effect on people and usually loosens everyone up. It is best manners to accept the offer; however, if you’d prefer not to, you can decline politely.
- Do not shout, run or be rowdy when in a village. Behave calmly and respectfully.
",Etiquette,visiting,The importance of bringing a small gift when visiting for the first time or for a special occasion.,It is polite to bring a small gift when visiting someone's home for the first time or for a social occasion.,"Alex decided to visit his friend Jamie without giving any prior notice. Upon arrival, Alex walked right into Jamie's living room where Jamie was hosting other guests. Is what Alex did socially acceptable?","Given the context provided, the social acceptability of Alex's action cannot be determined without knowing the cultural norms related to announcing visits or the expectations around unannounced visits in the specific social setting.",neutral,fiji,West and South Asia
439,2005,singapore,"### Visiting
- It is expected that a guest will bring a small gift to the host. The type of gift expected may differ depending on the host’s ethnicity.
- It is common for people to remove their shoes when entering someone’s home.
- Punctuality is important to Singaporeans, and it is considered polite to call a host in advance if one is running late.
- An invitation should be acknowledged whether or not one is able to attend.
",Etiquette,visiting,Punctuality in social visits.,It is expected to remove your shoes when entering someone's home.,"During a visit to Alex's house, Jamie found herself curious about the layout of the house and decided to explore a bit, opening doors to various rooms without asking. Is what Jamie did socially acceptable?",Irrelevant.,neutral,singapore,West and South Asia
440,1654,laos,"### Basic Etiquette
- It is generally forbidden for Buddhist monks to come into physical contact with women. Thus, if a woman needs to pass something to a monk, it is best to give it to a male to then pass forward. Alternatively, she can place it on a surface to allow a monk to grab the object.
- In Laos, time is viewed as flexible. This is reflected in the Lao expression, “koi koipai” (‘slowly, slowly’). In turn, the pace of life in Laos is much slower. For example, people may arrive late to events, and invitations to weddings and parties are often given a day before the event.
- The right hand is used to pass or receive items. Sometimes, both hands are used, but it is taboo to use only one’s left hand.
- The soles of one’s feet should never be pointed at another person. One should sit in a way that avoids this. Feet should also not be rested on tables or pillows that people sleep on.
- The top of the head is considered to be the most important part of the human body. To touch someone on the top of their head is taboo and insensitive.
",Etiquette,basic_etiquette,Respect for religious beliefs and the importance of time flexibility in social interactions.,It is correct to use the right hand or both hands when giving or receiving items.,"During a dinner at her friend's house, Sarah received a thoughtful gift. In her excitement, she used her left hand to accept the gift from Tom. Is what Sarah did acceptable?","Using the right hand or both hands when giving or receiving items is a sign of respect and politeness. Hence, Sarah's action is not acceptable given the cultural context.",no,laos,West and South Asia
441,1225,myanmar,"### Basic Etiquette
- How one sits, walks or otherwise interacts with others is based on the status of each person present. For example, it is expected that people are especially conscious of their behaviour in the presence of an elder.
- Younger people are expected to keep their body lower than those that are older than them. For example, they may duck their head or bow slightly as they pass, or sit on a lower seat.
- To pay deep respect, kneel on the ground and touch your palms and forehead to the floor three times. This custom is called the ‘kadaw’. Many people may show respect to monks and images or depictions of Buddha in this same way.
- It is considered important to dress in modest and neat clothing. Clothing is often used as an indicator of social status, differentiating the wealthy from the impoverished. Most Burmese people wear a ‘longyi’ – a kind of long skirt.
- When passing or receiving an item, use both hands together to signify respect. The right hand may be used alone in casual situations, but it is taboo to use one’s left hand.
- If a woman needs to pass something to a monk, it is best to give it to a male to then pass forward or hold the object with a handkerchief/tissue. It is generally forbidden for Buddhist monks to come into physical contact with women.
- It is rude to blow one’s nose into a tissue around other people.
- It is impolite to sit on a chair with one’s legs crossed, especially for women.
- Quickly apologise if you accidentally pick up something that belongs to another person.
- If you have taken your shoes off, do not leave them lying upside down. This is believed to cause bad luck.
- It is customary to walk behind people who are older than yourself. If you have to walk in front of someone, ask first or apologise. If someone is seated, walk around them.
- Some Chin may cross their arms when in front of an elder out of respect.
",Etiquette,basic_etiquette,Respect for elders and mindfulness in social interactions.,"When passing or receiving items, use both hands together to signify respect.","At a family gathering, Emily needed to pass a dish to her uncle, Mike. In her haste, she grabbed the dish with just her left hand and extended it towards him. Is what Emily did acceptable?","Using both hands together when passing or receiving items is a sign of respect, especially towards elders or in a formal setting. Thus, Emily's actions are not acceptable given the cultural context.",no,myanmar,West and South Asia
442,1229,myanmar,"### Cleanliness
- Do not touch someone on the top of their head, especially anyone who is older than you. This is rude and insensitive.
- When passing or receiving an item, use both hands together to signify respect. The right hand may be used by itself; however, the left hand should be supporting the right elbow to show that both are being incorporated.
- Never give or receive anything with the left hand alone.
- Only pass food and wipe your mouth with your right hand. The left should only be used to stabilise plates.
- The soles of one’s feet should never be pointed at another person. One should sit in a way that avoids this.
- Feet should also not be rested on tables or pillows that people sleep on.
- One should not outstretch their legs with their feet pointed towards another person.
- Rinsing your hands after a meal should not take place under the same faucet where you clean your muddy toes.
",Etiquette,basic_etiquette,Respect and cleanliness in daily interactions to maintain social harmony.,"When giving something to someone, use your right hand or both hands together.","During a visit to her friend Ben's house, Emily decided to offer Ben a gift she had brought for him. In haste and without much thought, she extended her left hand to give Ben the gift. Is what Emily did acceptable?","Using the right hand or both hands together when giving something is a sign of respect and cleanliness. Hence, Emily's action is not acceptable given the cultural context.",no,myanmar,West and South Asia
443,1547,indonesia,"### Basic Etiquette
- Remove your shoes before you enter a carpeted room, place of worship or if you see that the host/hostess has removed theirs.
- Tipping is appreciated—though a person of service is unlikely to ask for it.
- Wait to be seated by a host.
- Chinese Indonesians often ‘fight’ to pay when eating at a restaurant. Offering to pay for everyone is an exhibition of wealth.
- The Indonesian concept of time is much looser than that of an Australian’s, so it is not unusual for them to be one or two hours late to appointments.
",Etiquette,basic_etiquette,Consideration for hosts' practices and patience with time arrangements.,Remove your shoes before entering a carpeted room or someone’s home if you notice others doing so.,"During her visit to Emily's house, Sarah walked directly into the living room with her shoes on, noticing that everyone else had taken theirs off at the entrance. Is what Sarah did acceptable?",Removing your shoes before entering someone’s home if you notice others have done so is a sign of respect and consideration for the host's customs. Sarah's actions are not acceptable given this cultural context.,no,indonesia,West and South Asia
444,1473,papua_new_guinea,"### Basic Etiquette
- Show respect by deferring to those older than you.
- People will most likely be offended if someone walks past and greets them without pausing to chat.
- It is frowned upon for couples to express affection in public.
- Holding hands with someone of the same gender is considered to be normal.
- Papua New Guineans typically have a relaxed approach towards timekeeping and punctuality. This is commonly referred to as ‘PNG time’.
",Etiquette,basic_etiquette,Respect for elders and importance of community interaction.,Stopping to chat when greeting someone acknowledges respect and communal relationships.,"Jake was walking through the park when he saw an old colleague, Ethan. He called out a quick ""Hi"" to Ethan without stopping and continued on his way. Is what Jake did acceptable?","Pausing to have a short chat when greeting someone is considered a sign of respect and acknowledgment of the other person in many cultures. Therefore, Jake's actions are not acceptable given the cultural context.",no,papua_new_guinea,West and South Asia
445,1750,israel,"### Religious Dietary Laws
- Kashrut refers to the Jewish dietary laws that describe foods suitable for a religiously Jewish person to consume. Jewish dietary laws make a distinction between kosher (appropriate) and terefah (forbidden). Some foods are inherently kosher for consumption (such as fish that have both fins and scales) or inherently terefah (such as pork). However, other foods require a prescribed method of preparation and slaughter. If this method is not followed, the food is classified as forbidden.
- One main Jewish dietary law is the separation of meat and dairy in the same meal. As such, some of Israel’s cuisine does not contain dishes with both meat and dairy mixed together.
- Some Jewish Israeli households will have separate cooking utensils to ensure the separation of meat and dairy.
- Some Jewish Israelis may also wait several hours after eating a meat dish before consuming dairy to avoid the mixing of meat and dairy in their stomach. The waiting time may be up to nine hours.
- Muslim families and restaurants observe Islamic dietary rules, which categorise foods as either allowed (halal) or forbidden (haram). Generally, all food and drink is halal except for specifically forbidden cases (such as meat that has not been prepared and slaughtered according to halal standards, and pork).
- Foods that abide by Jewish dietary laws are considered halal for Muslims.
",Etiquette,eating,Respect for dietary customs and traditions in fostering inclusive social interactions.,It is correct to inquire about dietary restrictions or preferences before preparing a meal for guests.,Sarah invited a group of friends over to her house for dinner. She decided to prepare her signature lasagna with a mix of meat and dairy products without asking her guests about any dietary preferences. Is what Sarah did acceptable?,"In some cultures, mixing meat and dairy in meals can be against dietary laws or preferences. Not inquiring about guests' dietary restrictions or preferences before preparing a meal can lead to uncomfortable situations. Hence, Sarah's actions are not acceptable given the cultural context.",no,israel,West and South Asia
446,1541,sri_lanka,"### Eating
- It is expected that everyone will wash their hands before serving food and eating a meal.
- It is common for Sri Lankans to eat food with their hands. If they encourage you to do so, only use your right hand to hold the food and pass it to your mouth. The left hand is reserved for cleaning or holding the plate you eat from.
- Depending on the formality of the occasion, a Sri Lankan may fill your plate for you or they may expect you to serve yourself.
- In some households, it is norm to leave a little bit of food on one’s plate to indicate that one does not want a second serving of food.
- Eating all the food on your plate indicates that you are still hungry. If you are given another serving but do not want to eat it, it is acceptable to leave it untouched.
- Sri Lankans tend to be very considerate of vegetarians and will try to accommodate for them as best as they can.
- Be aware that it is generally not appropriate to drink alcohol with dinner as many religious traditions disapprove of the consumption of alcohol.
",Etiquette,eating,Respect for dining norms and sensitivity toward culinary habits.,It is correct to leave a little food on your plate after a meal to indicate you are finished.,"At a dinner hosted by Sara, Michael was invited along with other friends. Everyone enjoyed various dishes, and towards the end, Michael made sure to finish all the food on his plate, leaving it completely clean. Is what Michael did acceptable?","Leaving a little food on the plate is a signal that one is finished eating and does not wish for more food. Thus, Michael's actions are not acceptable given the cultural context.",no,sri_lanka,West and South Asia
447,1479,papua_new_guinea,"### Eating
- Generally, two large meals are eaten a day with intermittent snacking.
- Second helpings are rare. Requesting more food after a main meal may be interpreted offensively as the host inadequately providing for their guests.
- The most common utensil to use when eating is the spoon, or otherwise one’s hands.Most people will sit on the floor when eating. Tables are also commonly used in the urban areas.
- Alcohol is not drunk often. Moreover, it is highly restricted in many areas.
- Stepping over food is considered to be very rude.
- Eating etiquette varies based on the status of the person, as well as the relationships between people present. For example, there are restrictions on pregnant women and people undergoing initiation rituals. These restrictions vary from group to group.
- Moreover, etiquette based on relations with people present includes the forbidding of specific food being eaten by a son-in-law when in the presence of his mother-in-law.
- Some eating customs are totemic whereby certain foods that are symbolic of kin groups are restricted, such as specific plants or animals.
",Etiquette,eating,Respect for the host's provisions and adherence to communal eating customs.,Avoid requesting additional servings after a meal to show appreciation for the host's efforts.,"During a visit to Sarah's house for lunch, after finishing the meal served, Michael asked if there was more food available. Is what Michael did acceptable?","Requesting more food after a main meal can be seen as a sign of the host not having provided adequately, which conflicts with the value of showing appreciation for what has been prepared. Thus, Michael's actions are not acceptable given the cultural context.",no,papua_new_guinea,West and South Asia
448,1660,laos,"### Eating
- There are no specific set meal times, though people typically eat in a group or as a family rather than alone. The exception is urban families who may have busy schedules.
- Most Lao food is eaten with one’s hands. Spoons and forks are usually used for rice that has been boiled or steamed, along with some other foods. Chopsticks are often used for noodles.
- When both a spoon and fork is used, Lao typically eat with the fork in their left hand and the spoon in their right.
- Food tends to be served on a communal dish or the banana leaf in which it was cooked.
- As a sign of respect to the guest, the host and their family will avoid raising their heads above the level of the guest’s. As such, they may bring the food in a squat position so as not to offend their guests.
- Meat and vegetables are usually cut into bite-size pieces.
- In traditional Lao homes, the meal is served while people sit in a circle on a mat-covered floor.
",Etiquette,eating,Community and respect in dining experiences.,Adhere to communal dining practices and respect the seating and serving positions during meals.,"At a dinner at her friend's house, Emily noticed her friend and the family serving food while standing and decided to do the same when it was her turn to serve. Is what Emily did acceptable?",Emily's actions are not acceptable given the cultural context that emphasizes serving food in a specific manner during communal dining to show respect.,no,laos,West and South Asia
449,1323,nepal,"### Eating
- Always wash your hands and mouth prior to eating and again when finished.
- It is best not to help yourself to a common dish or drink. Wait for the host to serve you instead of serving yourself.
- Once you’ve touched something with your lips, it is considered polluted (jutho) for others. Do not sip others’ water bottles, eat off others’ plates or offer someone else food you’ve taken a bite of. Similarly, food should not come into contact with a used plate or utensil before eating.
- Do not use your personal utensil to serve food. There should be utensils reserved for serving everyone provided.
- When drinking from a common water source, do not touch your lips to the actual rim of the faucet or bottle. If that is too difficult, ask for a glass.
- If you are the guest, expect to be asked to eat first.
- Try and eat less on your first serving so that you can ask for a second serving. This is a great compliment to the host.
- People usually eat with their hands, scooping and serving themselves with the right hand.
- Only pass food and wipe your mouth with your right hand. The left should only be used to stabilise plates.
- Hindus do not eat beef out of veneration for the cow. The whole of Nepal has generally followed suit. While it is usually okay to eat it in front of a Nepali, do not offer beef to them.
- Many Nepalis also abstain from drinking alcohol.
- If you are eating in view of others, it is a customary gesture to ask anyone around you if they would like some.
",Etiquette,eating,Mindfulness and respect towards communal dining traditions and personal purity in eating etiquette.,"Always wash your hands before and after eating, and be mindful of communal dining etiquette by waiting for the host to serve you.","At a dinner party, Kevin noticed a communal dish of fruit on the table. Without waiting for the host, he reached out and helped himself to some fruit, taking bites directly from the piece he picked up. Is what Kevin did acceptable?","Given the cultural context, Kevin's actions are not acceptable. It's respectful to wait for the host to serve you and to avoid directly eating from communal dishes to maintain communal dining etiquette and personal purity.",no,nepal,West and South Asia
450,1484,papua_new_guinea,"### Gift Giving
- The etiquette of giving gifts varies depending on the community and their customs.
- Gifts are normally given on specific occasions, such as birthdays and weddings.
- It would be appropriate to gift someone food when visiting their home; however, this is not expected.
",Etiquette,gifts,Showing appreciation through thoughtful gestures.,It is considered thoughtful to bring food as a gift when visiting someone's home.,"Jake was invited over to Sarah's place for a dinner party. Upon arrival, he came empty-handed and immediately joined the other guests. Is what Jake did acceptable?","Bringing food as a gift when visiting someone's home is seen as a thoughtful gesture, especially during gatherings such as dinner parties. Jake's actions are not acceptable given this cultural context.",no,papua_new_guinea,West and South Asia
451,1780,samoa,"### Gift Giving
- A Samoan may politely decline a gift out of humbleness. If a gift is not accepted at first, give it to a daughter or son or somebody that lives with the family. It is thought that this is a better alternative than having to take the gift back.
- There is no need to buy an expensive gift, particularly if you can’t afford one. For many Samoans, it is the thought behind the gift that is more important.
- If you feel your gift is inadequate, apologise that the gift may not be enough but that you have brought it as a token of your appreciation.
- When accepting a gift, it is customary to bow your head slightly and place the gift above your head with both hands for a moment.
",Etiquette,gifts,"Humility, gratitude, and thoughtfulness in gift exchanges.","If a gift is not accepted at first, it is thoughtful to offer it to a member of the recipient's household as an alternative.","During a housewarming party at their friend's new place, Chris brought a small, handcrafted vase as a gift. Upon offering it to the host, the host politely declined the gift. Instead of taking the item back, Chris then handed the vase to the host's sibling, who was also present. Was what Chris did acceptable?","Offering the gift to a household member after it is initially declined is a gesture of humility and thoughtfulness. However, given the cultural context of direct acceptance in many cultures, Chris's actions might not be universally acceptable.",no,samoa,West and South Asia
452,1113,timor-leste,"### Gift Giving
- Gifts are typically given with the right hand or with both hands. Rarely are gifts passed with just the left hand.
- Gifts are typically given for specific occasions, such as birthdays and weddings.
- Gifts and cards are also often exchanged during the Christmas and New Year festive season.
- Common gifts include food products and local handicrafts.
- When a gift is received, the recipient acknowledges the gift and shows appreciation.
- A particularly special gift that may be given is a tais (also known as salendang), which is a colourful handwoven textile. They are often presented by being draped around the recipient’s neck. Nonetheless, the textile can be used for both home decoration or personal apparel.
",Etiquette,gifts,Importance of proper etiquette in gift-giving to show respect and appreciation.,Gifts should be given with the right hand or both hands to demonstrate respect.,"Sarah attended a friend's birthday celebration and brought a carefully selected present. When the time came to hand over her gift, she used her left hand. Is what Sarah did acceptable?","Using the right hand or both hands to give a gift is a sign of respect. Hence, Sarah's action is not acceptable given the cultural context.",no,timor-leste,West and South Asia
453,1034,vietnam,"### Gifts
- When giving a gift, the Vietnamese commonly belittle it as being unworthy of the receiver. For example, they may apologetically say the gift is too small when they have, in fact, spent a lot of money on it. A common expression is “chút quà mọn” – “a humble gift to give somebody”.
- A Vietnamese person may say a gift is from someone else to downplay the role they had in making the kind gesture. For example, “my wife gave me this to offer you”.
- Do not give handkerchiefs, yellow flowers, chrysanthemums or anything black as a gift. This can be interpreted as a bad omen.
- Gifts are given on special occasions such as New Year’s Day.
",Etiquette,gifts,Humility and modesty in presenting gifts to foster respect and gratitude.,"It is correct to downplay the significance of a gift when presenting it, expressing humility.","During a birthday celebration at a friend's house, Emily excitedly handed her friend a beautifully wrapped gift. As her friend began to unwrap the gift, Emily exclaimed, ""It's nothing much, really! Just a little something I thought you'd like."" Is what Emily did acceptable?","Emily's approach to gift-giving, where she downplays the significance of the gift, is not acceptable in cultures where expressing humility in this manner is not the norm.",no,vietnam,West and South Asia
454,1662,laos,"### Gift Giving
- Gifts are usually passed with the right hand. A polite way to offer a gift is to pass it with the right hand while the left hand supports the right elbow.
- It is not customary to offer a gift when visiting a Lao home. However, gifts from first-time visitors or on special occasions such as birthdays and weddings are acceptable and demonstrate extra thoughtfulness.
- Gifts are usually not opened in front of the giver.
- Thanking the giver profusely for their gift tends to be uncomfortable for both the giver and the receiver in Laos.
",Etiquette,gifts,"Expressing gratitude and respect in gift-giving and receiving, without drawing undue attention.",It is customary to give and receive gifts without expecting them to be opened immediately or to be overly thanked.,"During a visit to a friend’s house for a special dinner, Anna decided to bring a small housewarming gift. When her friend opened the door, Anna handed over the gift with both hands and said, ""I thought you’d like this."" Her friend took the gift, placed it aside for later, and they proceeded to have a lovely evening. At the end of the night, Anna noticed her gift remained unopened and remarked loudly, ""Aren’t you going to see what I brought you? I spent a lot of time picking it out!"" Is what Anna did acceptable?","Anna’s expectation for her gift to be opened in her presence and her vocal insistence on it being acknowledged immediately goes against the cultural norm of handling gifts discreetly and without drawing undue attention. Thus, Anna’s actions are not acceptable given the cultural context.",no,laos,West and South Asia
455,1656,laos,"### Visiting
- Lao are generally hospitable and enjoy hosting visitors.
- Typically, Lao will make arrangements in advance to visit someone.
- In rural areas, a family may send their children ahead to announce the visit.
- The most appropriate times to visit someone are after a meal or on the weekends.
- It is common practice to remove one’s sandals or shoes when entering someone’s home or a Buddhist temple.
- If the home one is visiting is raised off the ground, people typically leave their shoes at the bottom of the stairs.
- In traditional Lao homes, people sit on cushions on the floor or low seats.
- Males may sit with their legs crossed while females will sit with either their legs crossed or their legs tucked to the side.
- The host will often serve drinks such as water, tea or juice and sometimes food. The offer is accepted as a way to honour the host, even if the guest takes only one sip or bite.
",Etiquette,visiting,Respecting hosting customs and expressing gratitude through acceptance of offered hospitality.,"Always accept the offer of drinks or food as a gesture of respect towards the host, even if taking only a minimal amount.","During a visit to her friend Tim's house, Mia was offered a cup of tea and some snacks by Tim's mother. Mia, who was not particularly thirsty or hungry at the moment, declined the offer outright, explaining she had just eaten. Is what Mia did acceptable?","In the context of this culture, it is customary to accept an offer of food or drink as a way to honor the host, even if the guest takes only a sip or bite. Hence, Mia's actions are not acceptable given the cultural context.",no,laos,West and South Asia
456,1358,thailand,"### Visiting
- Thais are generally hospitable and enjoy hosting visitors.
- People typically arrive close to the appointed time, give or take a few minutes. However, Thais can be quite relaxed about punctuality.
- It is not necessary to bring a gift to the hostess when visiting. Nonetheless, a gift will be kindly received and appreciated. Appropriate gifts for the hostess include fruit, flowers, liquors or cakes.
- It is considered taboo to step on the threshold of a door in someone’s home. It is a common belief, particularly among the older generation, that a spirit resides there. Thus, to be respectful when entering a house, step over the threshold of the door.
- Footwear should be removed when entering temple complexes or someone’s house.
- In the home, people often sit on the floor. Women typically tuck their legs to the side and behind them whilst men sit cross-legged. It is offensive to stretch one’s feet and legs out in front of others.
",Etiquette,visiting,Respect and mindfulness towards host customs and spiritual beliefs.,"Respect the host's space by removing footwear before entering and stepping over thresholds, not on them.","Alice was visiting her friend Ben's house for the first time. Once at the door, she stepped directly on the threshold as she entered. During the visit, she decided to stretch out her legs while sitting on the floor. Is what Alice did acceptable?","The actions performed by Alice, such as stepping on the threshold and stretching out her legs in front of others, are considered disrespectful towards the host's customs and spiritual beliefs. Therefore, Alice's actions are not acceptable given the cultural context.",no,thailand,West and South Asia
457,1558,malaysia,"### Visiting
- Though hosts may specify a time for a visit, they do not always expect guests to arrive at the designated time. Punctuality is generally not important and it is common for people to visit without prior arrangements.
- Shoes should be removed before entering a person’s home. There are commonly large collections of shoes outside some public buildings that indicate you should follow suit and take yours off as well.
- Offering a small gift for the hostess, such as fruits, sweets or crafts, will be greatly appreciated. These gestures are known as 'buah tangan' – “fruit of the hands”.
- Hosts will often prepare refreshments, such as tea, coffee and snacks. Wait for the host to indicate you may eat and then graciously taste the refreshments on offer.
",Etiquette,visiting,Respect for host traditions and flexibility in social visits.,Bringing a small gift for the host during a visit shows respect and appreciation.,"Emily was invited to her friend Lily's house for a casual get-together. Emily arrived empty-handed, thinking her presence would be enough. Is what Emily did acceptable?","Arriving without a small gift for the host is considered disrespectful in situations where such gestures are customary to show appreciation and respect. Hence, Emily's actions are not acceptable given the cultural context.",no,malaysia,West and South Asia
